rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
13,IFFT,float32,1024,1024,1024,1,16,NCCL,2,258.1497,186.8969,188.7535,187.7744,0.5554,187.1085
10,FFT,float32,1024,1024,1024,1,16,NCCL,2,6687.4931,186.5509,259.2049,194.6533,21.5355,186.5629
10,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.7369,186.7969,188.525,187.6907,0.5622,187.377
11,FFT,float32,1024,1024,1024,1,16,NCCL,2,6699.6274,186.6072,258.6322,194.5781,21.3684,186.6262
11,IFFT,float32,1024,1024,1024,1,16,NCCL,2,257.01,186.6736,188.7248,187.7265,0.5893,187.3552
2,FFT,float32,1024,1024,1024,1,16,NCCL,2,6715.8865,186.0836,256.2613,194.1423,20.7156,187.4851
2,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.6732,186.8991,190.0986,188.0447,0.928,186.8991
12,FFT,float32,1024,1024,1024,1,16,NCCL,2,6799.1687,186.5859,258.3862,194.5148,21.3024,186.5859
12,IFFT,float32,1024,1024,1024,1,16,NCCL,2,258.3064,186.8249,188.6388,187.748,0.5424,187.29
1,FFT,float32,1024,1024,1024,1,16,NCCL,2,6665.7249,186.0421,255.9791,193.9506,20.686,187.7697
1,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.6576,186.8349,189.5949,188.1286,0.8675,186.8349
6,FFT,float32,1024,1024,1024,1,16,NCCL,2,6854.9466,186.0114,255.1979,193.894,20.4426,187.6747
6,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.4486,187.1147,190.4828,188.243,0.9735,187.1147
4,FFT,float32,1024,1024,1024,1,16,NCCL,2,6764.1816,186.2944,257.5204,194.2068,21.1105,187.0879
4,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.5079,186.9685,189.5556,188.0561,0.7586,186.9685
7,FFT,float32,1024,1024,1024,1,16,NCCL,2,6682.2971,185.8411,255.4906,193.9289,20.5297,187.8085
7,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.6733,187.0686,190.4897,188.218,1.0047,187.0686
3,FFT,float32,1024,1024,1024,1,16,NCCL,2,6667.2149,186.0986,255.9185,194.1483,20.5991,187.4384
3,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.5867,186.7298,190.2019,188.0023,0.9561,186.7298
0,FFT,float32,1024,1024,1024,1,16,NCCL,2,6678.5846,186.1088,256.2408,194.033,20.7458,187.8005
0,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.2323,186.73,190.1912,188.1545,1.0044,186.73
3,FFT,float32,1024,1024,1024,1,16,MPI,2,15978.1232,515.534,1040.1743,738.196,184.2862,523.681
3,IFFT,float32,1024,1024,1024,1,16,MPI,2,1229.7617,471.8727,961.2173,737.6946,187.0502,918.7686
11,FFT,float32,1024,1024,1024,1,16,MPI,2,16460.4535,371.1025,889.7901,649.3995,142.2697,753.9801
11,IFFT,float32,1024,1024,1024,1,16,MPI,2,712.7499,524.9225,1243.9747,818.1276,214.1671,714.7846
9,FFT,float32,1024,1024,1024,1,16,MPI,2,16433.6184,572.6146,1013.5423,745.0469,136.4769,931.3119
9,IFFT,float32,1024,1024,1024,1,16,MPI,2,691.4385,479.7281,1205.6262,739.1796,250.1288,479.7281
7,FFT,float32,1024,1024,1024,1,16,MPI,2,15965.8696,628.8692,951.1842,766.8023,101.7098,706.9918
7,IFFT,float32,1024,1024,1024,1,16,MPI,2,1275.486,509.1168,1006.6073,720.3068,114.974,685.5702
6,FFT,float32,1024,1024,1024,1,16,MPI,2,16135.1525,489.8214,1062.9853,755.7873,153.1832,575.0459
6,IFFT,float32,1024,1024,1024,1,16,MPI,2,1182.6686,653.6245,954.3449,738.0917,89.1908,831.4928
15,FFT,float32,1024,1024,1024,1,16,MPI,2,16457.7614,552.881,874.0111,730.173,101.9267,874.0111
15,IFFT,float32,1024,1024,1024,1,16,MPI,2,712.0772,602.5081,1057.6501,767.1862,130.3071,722.7678
14,FFT,float32,1024,1024,1024,1,16,MPI,2,16649.6896,596.0478,886.1313,747.9854,85.4547,886.1313
14,IFFT,float32,1024,1024,1024,1,16,MPI,2,680.6352,573.6092,1118.4742,749.9854,157.6512,573.6092
