rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
5,FFT,float64,1024,1024,1024,4,2,NCCL,2,1068.7805,605.6645,829.4235,803.7881,66.0896,828.014
5,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2459.1735,2077.7692,2097.1366,2089.0731,6.0928,2077.7692
6,FFT,float64,1024,1024,1024,4,2,NCCL,2,1049.1059,401.8486,605.6729,425.4806,60.0963,401.8486
6,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2864.8715,2481.8618,2520.0017,2507.7254,10.5074,2481.8618
4,FFT,float64,1024,1024,1024,4,2,NCCL,2,1068.7868,399.745,605.3505,424.2432,60.4556,400.5605
4,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2865.8776,2484.4601,2522.1497,2509.2561,9.825,2484.4601
3,FFT,float64,1024,1024,1024,4,2,NCCL,2,1058.2339,402.7388,604.6828,427.2995,59.167,402.7388
3,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2864.6233,2480.8928,2520.4511,2505.8087,10.2992,2480.8928
1,FFT,float64,1024,1024,1024,4,2,NCCL,2,989.4242,399.7101,603.844,423.9551,60.0406,400.5833
1,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2864.7914,2484.541,2523.6227,2509.3899,9.9352,2484.541
1,FFT,float32,1024,1024,1024,4,8,NCCL,8,892.5137,183.5171,283.5562,194.7805,29.6103,185.9461
1,IFFT,float32,1024,1024,1024,4,8,NCCL,8,862.164,416.5978,423.7503,419.8907,2.1238,416.5978
0,FFT,float32,1024,1024,1024,4,8,NCCL,8,892.921,183.9953,283.5156,194.7723,29.5956,185.7829
0,IFFT,float32,1024,1024,1024,4,8,NCCL,8,862.0606,416.7581,423.2301,419.906,2.0111,416.7581
20,FFT,float32,1024,1024,1024,4,8,NCCL,8,888.9531,184.1435,291.8921,196.5292,31.825,186.7953
20,IFFT,float32,1024,1024,1024,4,8,NCCL,8,868.444,417.0583,420.504,418.8022,1.0171,417.0583
21,FFT,float32,1024,1024,1024,4,8,NCCL,8,889.1095,183.9345,291.9477,196.4314,31.8804,186.8418
21,IFFT,float32,1024,1024,1024,4,8,NCCL,8,868.4705,417.0644,420.6717,418.9302,1.0572,417.0644
11,FFT,float32,1024,1024,1024,4,8,NCCL,8,901.604,182.7894,289.491,195.3102,31.4252,184.0734
11,IFFT,float32,1024,1024,1024,4,8,NCCL,8,874.4353,418.2159,421.4887,420.0213,0.9588,419.9426
31,FFT,float32,1024,1024,1024,4,8,NCCL,8,929.0254,183.7344,291.6575,195.5435,32.0499,184.2998
31,IFFT,float32,1024,1024,1024,4,8,NCCL,8,872.8056,416.6778,421.4203,419.964,1.2734,420.345
30,FFT,float32,1024,1024,1024,4,8,NCCL,8,929.1792,183.7836,292.1383,195.5763,32.1989,184.2363
30,IFFT,float32,1024,1024,1024,4,8,NCCL,8,872.7983,416.7147,421.488,419.9837,1.2654,420.3998
10,FFT,float32,1024,1024,1024,4,8,NCCL,8,930.1991,182.7858,290.1767,195.2856,31.6624,184.0895
10,IFFT,float32,1024,1024,1024,4,8,NCCL,8,874.4539,418.2693,421.4466,420.1126,0.9586,419.8197
12,FFT,float32,1024,1024,1024,4,8,NCCL,8,913.4455,113.0331,289.8888,133.9213,52.0334,114.4572
12,IFFT,float32,1024,1024,1024,4,8,NCCL,8,945.9752,484.9253,491.0399,487.959,1.9991,484.9253
7,FFT,float32,1024,1024,1024,4,8,NCCL,8,916.8033,113.6779,290.05,134.3166,51.9493,117.4007
7,IFFT,float32,1024,1024,1024,4,8,NCCL,8,931.0839,483.8197,490.884,487.6855,2.3141,486.1074
13,FFT,float32,1024,1024,1024,4,8,NCCL,8,913.3126,112.097,290.0716,133.6713,52.1786,114.4465
13,IFFT,float32,1024,1024,1024,4,8,NCCL,8,945.6819,485.0084,492.5932,488.2649,2.2134,485.0084
18,FFT,float32,1024,1024,1024,4,8,NCCL,8,938.8492,112.7351,291.833,134.5289,52.4763,115.161
18,IFFT,float32,1024,1024,1024,4,8,NCCL,8,944.806,484.0509,490.7486,487.4913,2.0822,484.0509
19,FFT,float32,1024,1024,1024,4,8,NCCL,8,865.1173,111.7237,290.9716,134.1717,52.3153,114.9824
19,IFFT,float32,1024,1024,1024,4,8,NCCL,8,944.7363,484.5189,491.6323,487.8331,2.0636,484.5459
9,FFT,float32,1024,1024,1024,4,8,NCCL,8,900.2216,107.6935,287.6793,127.0825,53.5537,110.1705
9,IFFT,float32,1024,1024,1024,4,8,NCCL,8,950.5595,492.3287,499.2559,495.3874,2.2918,492.3287
25,FFT,float32,1024,1024,1024,4,8,NCCL,8,929.2772,113.3994,286.2589,133.8428,50.8677,116.1412
25,IFFT,float32,1024,1024,1024,4,8,NCCL,8,937.5476,483.6566,491.5081,488.083,2.3387,487.6519
8,FFT,float32,1024,1024,1024,4,8,NCCL,8,900.4546,104.5126,287.7687,126.6408,53.742,111.0468
8,IFFT,float32,1024,1024,1024,4,8,NCCL,8,950.2641,492.6637,499.898,496.315,1.931,497.1587
16,FFT,float32,1024,1024,1024,4,8,NCCL,8,865.9156,104.3224,288.8071,124.0094,54.9393,106.5078
16,IFFT,float32,1024,1024,1024,4,8,NCCL,8,949.2244,497.0999,502.705,499.1401,1.6842,497.0999
22,FFT,float32,1024,1024,1024,4,8,NCCL,8,924.0563,108.4083,292.7969,128.6696,54.7201,109.859
22,IFFT,float32,1024,1024,1024,4,8,NCCL,8,948.254,492.2841,495.918,494.568,0.9914,495.3834
23,FFT,float32,1024,1024,1024,4,8,NCCL,8,930.9304,108.349,292.2817,128.184,54.7117,109.4877
23,IFFT,float32,1024,1024,1024,4,8,NCCL,8,948.8685,493.5105,496.4355,494.9309,0.82,494.3869
17,FFT,float32,1024,1024,1024,4,8,NCCL,8,872.1471,104.0831,288.4387,124.2337,54.7432,106.8025
17,IFFT,float32,1024,1024,1024,4,8,NCCL,8,949.0492,496.0806,503.119,498.8018,2.1004,496.0806
24,FFT,float32,1024,1024,1024,4,8,NCCL,8,906.304,114.072,286.4118,133.6574,50.963,116.3816
24,IFFT,float32,1024,1024,1024,4,8,NCCL,8,937.6904,483.5287,491.3605,488.6507,2.0519,491.3605
