rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
9,IFFT,float32,32,32,32,2,8,NCCL,2,0.0007382339999821
15,IFFT,float32,32,32,32,2,8,NCCL,2,0.0004531030001544
10,IFFT,float32,32,32,32,2,8,NCCL,2,0.0005009419999169
12,IFFT,float32,32,32,32,2,8,NCCL,2,0.0002155310000944
13,IFFT,float32,32,32,32,2,8,NCCL,2,0.0007439949999934
14,IFFT,float32,32,32,32,2,8,NCCL,2,0.0004522419999375
11,IFFT,float32,32,32,32,2,8,NCCL,2,0.0005234940001628
13,FFT,float32,32,32,32,8,2,NCCL,2,0.0199650550000569
15,FFT,float32,32,32,32,8,2,NCCL,2,0.0002656950000528
8,FFT,float32,32,32,32,8,2,NCCL,2,0.1447174140000697
1,FFT,float32,32,32,32,8,2,NCCL,2,0.320918292999977
12,FFT,float32,32,32,32,8,2,NCCL,2,0.0199221240000042
0,FFT,float32,32,32,32,8,2,NCCL,2,0.3206784980000066
14,FFT,float32,32,32,32,8,2,NCCL,2,0.000339391999887
5,FFT,float32,32,32,32,8,2,NCCL,2,0.1669143700000859
11,FFT,float32,32,32,32,8,2,NCCL,2,0.0773527329999979
2,FFT,float32,32,32,32,8,2,NCCL,2,0.2023871789999702
6,FFT,float32,32,32,32,8,2,NCCL,2,0.1310551030001079
4,FFT,float32,32,32,32,8,2,NCCL,2,0.1669465600000421
3,FFT,float32,32,32,32,8,2,NCCL,2,0.2024159620000318
7,FFT,float32,32,32,32,8,2,NCCL,2,0.1312070349999885
10,FFT,float32,32,32,32,8,2,NCCL,2,0.0774285040001814
9,FFT,float32,32,32,32,8,2,NCCL,2,0.1445938829999704
8,IFFT,float32,32,32,32,8,2,NCCL,2,0.0005396139999902
0,IFFT,float32,32,32,32,8,2,NCCL,2,0.0005461339999328
5,IFFT,float32,32,32,32,8,2,NCCL,2,0.0006688229998417
6,IFFT,float32,32,32,32,8,2,NCCL,2,0.0005537990000448
1,IFFT,float32,32,32,32,8,2,NCCL,2,0.0008448389999102
2,IFFT,float32,32,32,32,8,2,NCCL,2,0.000580699000011
4,IFFT,float32,32,32,32,8,2,NCCL,2,0.0002326219998849
3,IFFT,float32,32,32,32,8,2,NCCL,2,0.000830482000083
7,IFFT,float32,32,32,32,8,2,NCCL,2,0.000547767999933
10,IFFT,float32,32,32,32,8,2,NCCL,2,0.0004936979999001
14,IFFT,float32,32,32,32,8,2,NCCL,2,0.0004979169998478
13,IFFT,float32,32,32,32,8,2,NCCL,2,0.0007430630000726
11,IFFT,float32,32,32,32,8,2,NCCL,2,0.0007601140000588
9,IFFT,float32,32,32,32,8,2,NCCL,2,0.0007633799998529
15,IFFT,float32,32,32,32,8,2,NCCL,2,0.0007662460000119
